,Name,Title,Age,Source of Wealth,Self-Made Score,Philanthropy Score,Residence,Citizenship,Marital Status,Children,Education,Image,Real Time Net Worth,2022 Billionaires Net Worth,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Quote,Source Page
361,Dennis Washington,,87,"construction, mining, Self Made",10,3,"Missoula, Montana",United States,Married,2,"Diploma, High School","https://imageio.forbes.com/specials-images/imageserve/5ba4dae34bbe6f79516f5042/0x0.jpg?format=jpg&crop=921,921,x2,y2,safe&height=416&width=416&fit=bounds",$6.6B,$6.9B,,,,,,,,,,,,,,,$5.2B,$5.8B,$5.9B,$5.8B,$6B,$5.8B,$5.9B,$5.5B,$6.4B,$6.9B,"People always ask me for my secret. There isn't one. You've just got to keep a level head and stay away from greed. I just think in my life I relied on my instincts and had good intuition, and things just kind of fell into place.",https://www.forbes.com/profile/dennis-washington/?list=billionaires
362,Hasmukh Chudgar & family,,88,"pharmaceuticals, Self Made",,,"Ahmedabad, India",India,Married,3,,"https://imageio.forbes.com/specials-images/imageserve/6050f48ca1ab099ed6e290cc/0x0.jpg?format=jpg&crop=800,800,x0,y0,safe&height=416&width=416&fit=bounds",$6.7B,$6.8B,,,,,,,,,,,,,,,,,$1.2B,$1.8B,$2.4B,$3B,$3.6B,$3.5B,$5.5B,$6.8B,,https://www.forbes.com/profile/hasmukh-chudgar/?list=billionaires
363,Stanley Druckenmiller,"Founder, Duquesne Family Office",68,"hedge funds, Self Made",8,3,"New York, New York",United States,Married,,"Bachelor of Arts/Science, Bowdoin College","https://imageio.forbes.com/specials-images/imageserve/5d8a9ea218444200084e6e8b/0x0.jpg?format=jpg&crop=2663,2661,x1229,y6,safe&height=416&width=416&fit=bounds",$6.8B,$6.8B,,,,,,,,,,,,,,,$2.8B,$3.1B,$3.1B,$4.4B,$4.7B,$4.7B,$4.6B,$4.7B,$5.6B,$6.8B," I love being around kids. I couldn't figure out why all these 70-year-olds wanted to hang out with me when I was 27.  Now I understand, and I'm trying to steal their energy.",https://www.forbes.com/profile/stanley-druckenmiller/?list=billionaires
364,Jonathan Gray,,52,"investments, Self Made",6,2,"New York, New York",United States,Married,,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School","https://imageio.forbes.com/specials-images/imageserve/5d8ae3a822254b0008e16558/0x0.jpg?format=jpg&crop=1691,1690,x446,y240,safe&height=416&width=416&fit=bounds",$6.8B,$6.8B,,,,,,,,,,,,,,,,$1.4B,$1.9B,$1.4B,$1.8B,$2.5B,$2.8B,$3.2B,$4.5B,$6.8B,,https://www.forbes.com/profile/jonathan-gray/?list=billionaires
365,Kwon Hyuk-bin, Smilegate Holdings,48,"online games, Self Made",,,"Seoul, South Korea",South Korea,Married,2,"Bachelor of Arts/Science, Sogang University","https://imageio.forbes.com/specials-images/imageserve/60b11d466e6a8a5ae8e1625a/0x0.jpg?format=jpg&crop=741,741,x58,y99,safe&height=416&width=416&fit=bounds",$6.7B,$6.8B,,,,,,,,,,,,,,,,,$2B,$3.7B,$4.9B,$5.8B,$4.1B,$2.9B,$6.7B,$6.8B,We do not ask for profit share because I think it's my responsibility to return the favor that the society had offered me.,https://www.forbes.com/profile/kwon-hyuk-bin/?list=billionaires
366,Frank Lowy,,91,"shopping malls, Self Made",,,"Tel Aviv, Israel",Australia,Married,3,,"https://imageio.forbes.com/specials-images/imageserve/5e73f5382a573300068fc875/0x0.jpg?format=jpg&crop=3271,3274,x0,y6,safe&height=416&width=416&fit=bounds",$6.8B,$6.8B,,,,,,,,,,,,,,,$5.3B,$4.7B,$4.9B,$5.1B,$5.6B,$5.9B,$6.5B,$4.8B,$5.2B,$6.8B,,https://www.forbes.com/profile/frank-lowy/?list=billionaires
367,Ronda Stryker,,68,medical equipment,2,2,"Portage, Michigan",United States,Married,3,"Bachelor of Arts/Science, University of Northern Colorado; Master of Arts, Western Michigan University","https://imageio.forbes.com/specials-images/imageserve/55fa1ca9e4b0ffa7afe4ad5a/0x0.jpg?format=jpg&crop=744,744,x0,y81,safe&height=416&width=416&fit=bounds",$6.4B,$6.8B,,,,,,,,,,,,,,,$2.8B,$3.4B,$3.7B,$3.6B,$4.4B,$5.1B,$5.8B,$4.3B,$6.5B,$6.8B,"I believe that, in my lifetime, we can create a movement and affect real change in billions of people's lives around the world, particularly women and children who often bear the brunt of the lack of access to health care.   ",https://www.forbes.com/profile/ronda-stryker/?list=billionaires
368,Alejandro Bailleres Gual & siblings,,61,mining,,,Mexico,Mexico,,,,"https://imageio.forbes.com/specials-images/imageserve/62443652a45fa465e7b19281/0x0.jpg?format=jpg&crop=1097,1096,x1765,y434,safe&height=416&width=416&fit=bounds",$6.5B,$6.7B,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.forbes.com/profile/alejandro-bailleres-gual/?list=billionaires
369,Benu Gopal Bangur,,91,cement,,,"Kolkata, India",India,Widowed,2,"Bachelor of Arts/Science, Calcutta University","https://imageio.forbes.com/specials-images/imageserve/a2452fb4fb9048a14be1e743af0f06bc/0x0.jpg?format=jpg&crop=697,698,x24,y0,safe&height=416&width=416&fit=bounds",$6.4B,$6.7B,,,,,,,,,,,,,,,$1.9B,$1.6B,$4.1B,$3.5B,$5.2B,$6B,$5.2B,$5.9B,$8.7B,$6.7B,,https://www.forbes.com/profile/benu-gopal-bangur/?list=billionaires
370,James Goodnight,"CEO, SAS Institute",79,"software, Self Made",8,1,"Cary, North Carolina",United States,Married,3,"Bachelor of Arts/Science, North Carolina State University; Doctorate, North Carolina State University; Master of Science, North Carolina State University","https://imageio.forbes.com/specials-images/imageserve/5d8a6ffb22254b0008e15c68/0x0.jpg?format=jpg&crop=1286,1286,x754,y4,safe&height=416&width=416&fit=bounds",$6.3B,$6.7B,,,,,,,,,,,,,,,$7.7B,$7.5B,$7.5B,$8B,$9.4B,$9B,$8.9B,$6.1B,$6.5B,$6.7B,Ninety-five percent of my assets drive out the gate every evening. It's my job to maintain a work environment that keeps those people coming back every morning.,https://www.forbes.com/profile/james-goodnight/?list=billionaires
371,Alain Merieux & family,,84,pharmaceuticals,,,"Lyon, France",France,Married,3,,"https://imageio.forbes.com/specials-images/imageserve/5e75984410380d0006fba986/0x0.jpg?format=jpg&crop=2031,2030,x1530,y296,safe&height=416&width=416&fit=bounds",$6.8B,$6.7B,,,,,,,,,,,,,,,$3.1B,$3.8B,$3.5B,$3.3B,$4B,$3.2B,$5B,$5.9B,$8.2B,$6.7B,,https://www.forbes.com/profile/alain-merieux/?list=billionaires
372,Enrique Razon Jr.,,62,ports,,,"Manila, Philippines",Philippines,Married,2,,"https://imageio.forbes.com/specials-images/imageserve/5c716c6131358e35dd26f39c/0x0.jpg?format=jpg&crop=2560,2558,x417,y109,safe&height=416&width=416&fit=bounds",$6.3B,$6.7B,,,,,,,,,,,,,,,$4.9B,$4.2B,$5.2B,$2.4B,$3.4B,$4.9B,$4.8B,$3.4B,$5B,$6.7B,Always be prepared for crisis.,https://www.forbes.com/profile/enrique-razon-jr/?list=billionaires
373,Robert F. Smith,Investor ,59,"private equity, Self Made",8,2,"Austin, Texas",United States,Married,7,"Master of Business Administration, Columbia University; Bachelor of Arts/Science, Cornell University","https://imageio.forbes.com/specials-images/imageserve/5d8bb07a18444200084e8340/0x0.jpg?format=jpg&crop=2354,2353,x1074,y148,safe&height=416&width=416&fit=bounds",$6.7B,$6.7B,,,,,,,,,,,,,,,,,,$2.5B,$2.5B,$4.4B,$5B,$5B,$6B,$6.7B,"We are only bound by the limits of our own conviction. We can transcend the script of a pre-defined story, and pave the way for the future that we design. We just need to tap that power, that conviction, that determination within us.",https://www.forbes.com/profile/robert-f-smith/?list=billionaires
374,Brian Armstrong,,39,"cryptocurrency, Self Made",8,,"San Francisco, California",United States,,,"Bachelor of Arts/Economics, Rice University; Master of Arts/Science, Rice University","https://imageio.forbes.com/specials-images/imageserve/5c743ab3a7ea431000438195/0x0.jpg?format=jpg&crop=2399,2400,x263,y131,safe&height=416&width=416&fit=bounds",$2.8B,$6.6B,,,,,,,,,,,,,,,,,,,,,$1.3B,$1B,$6.5B,$6.6B,"I wanted the world to have a global, open financial system that drove innovation and freedom.",https://www.forbes.com/profile/brian-armstrong/?list=billionaires
375,Dannine Avara,,58,pipelines,1,1,"Houston, Texas",United States,Married,,,,$7.1B,$6.6B,,,,,,,,,,,,,,,$5.1B,$6.3B,$6.2B,$4.1B,$5.7B,$5.5B,$5.9B,$3.6B,$6B,$6.6B,,https://www.forbes.com/profile/dannine-avara/?list=billionaires
376,Patrick Drahi,,58,"telecom, Self Made",,,"Zermatt, Switzerland",France,Married,4,,"https://imageio.forbes.com/specials-images/imageserve/5e75a44c10380d0006fbaa17/0x0.jpg?format=jpg&crop=1220,1219,x860,y61,safe&height=416&width=416&fit=bounds",$6.8B,$6.6B,,,,,,,,,,,,,,,,$6.3B,$16B,$5.9B,$13B,$7.1B,$7.7B,$7.1B,$11.8B,$6.6B,,https://www.forbes.com/profile/patrick-drahi/?list=billionaires
377,Scott Duncan,,39,pipelines,1,1,"Houston, Texas",United States,Single,,Houston Community College,,$7.1B,$6.6B,,,,,,,,,,,,,,,$5.1B,$6.3B,$6.2B,$4.1B,$5.7B,$5.5B,$5.9B,$3.6B,$6B,$6.6B,,https://www.forbes.com/profile/scott-duncan/?list=billionaires
378,Milane Frantz,,52,pipelines,1,1,"Houston, Texas",United States,Married,,"Master of Arts, University of Houston","https://imageio.forbes.com/specials-images/imageserve/087ea54ecfa62609c6cafe4bd4410588/0x0.jpg?format=jpg&crop=547,547,x1,y9,safe&height=416&width=416&fit=bounds",$7.1B,$6.6B,,,,,,,,,,,,,,,$5.1B,$6.3B,$6.2B,$4.1B,$5.7B,$5.5B,$5.9B,$3.6B,$6B,$6.6B,,https://www.forbes.com/profile/milane-frantz/?list=billionaires
379,Andreas Halvorsen,"Founding Partner & Chief Executive Officer, Viking Global Investors",61,"hedge funds, Self Made",,,"Darien, Connecticut",Norway,Married,3,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Arts/Science, Williams College","https://imageio.forbes.com/specials-images/imageserve/5e770248d8e1ae0007b72880/0x0.jpg?format=jpg&crop=2544,2543,x57,y0,safe&height=416&width=416&fit=bounds",$6.6B,$6.6B,,,,,,,,,,,,,,,$1.3B,$2.2B,$2.8B,$3.1B,$3.1B,$3.7B,$3.7B,$4.8B,$6.3B,$6.6B,,https://www.forbes.com/profile/andreas-halvorsen/?list=billionaires
380,Law Kar Po,,73,real estate,,,"Hong Kong, Hong Kong",Hong Kong,Married,3,,"https://imageio.forbes.com/specials-images/imageserve/60352d6353fe983e44f83a36/0x0.jpg?format=jpg&crop=816,816,x93,y78,safe&height=416&width=416&fit=bounds",$6.6B,$6.6B,,,,,,,,,,,,,,,$2.6B,$2.7B,$2.8B,$5.3B,$5.3B,$5B,$5.4B,$5.6B,$6.1B,$6.6B,,https://www.forbes.com/profile/law-kar-po/?list=billionaires
381,Nicolas Puech,,79,Hermes,,,"Martigny, Switzerland",France,,,,"https://imageio.forbes.com/specials-images/imageserve/56c7bbe1e4b062f6b59a23c5/0x0.jpg?format=jpg&crop=440,440,x85,y127,safe&height=416&width=416&fit=bounds",$6.3B,$6.6B,,,,,,,,,,,,,,,$2.1B,$2B,$2B,$2.1B,$2.3B,$2.8B,$3.3B,$3.1B,$5.7B,$6.6B,,https://www.forbes.com/profile/nicolas-puech/?list=billionaires
382,Viktor Rashnikov,,73,"steel, Self Made",,,"Magnitogorsk, Russia",Russia,Married,2,"Master of Science in Engineering, Magnitogorsk Mining and Metallurgical Institute","https://imageio.forbes.com/specials-images/imageserve/5e77906c10380d0006fbc0ec/0x0.jpg?format=jpg&crop=1155,1155,x534,y53,safe&height=416&width=416&fit=bounds",$10.9B,$6.6B,,,,,,,,,,,,,,,$4.2B,$2.8B,$3.5B,$3.8B,$8.3B,$9.3B,$8.9B,$7.3B,$11.2B,$6.6B,,https://www.forbes.com/profile/viktor-rashnikov/?list=billionaires
383,Dmitry Rybolovlev,,55,"fertilizer, Self Made",,,"Monaco, Monaco",Russia,Divorced,2,"Medical Doctor, Perm Medical Institute","https://imageio.forbes.com/specials-images/imageserve/5e777bf610380d0006fbbd89/0x0.jpg?format=jpg&crop=823,823,x232,y94,safe&height=416&width=416&fit=bounds",$6.6B,$6.6B,,,,,,,,,,,,,,,$9.1B,$8.8B,$8.5B,$7.7B,$7.3B,$6.8B,$6.8B,$6.6B,$6.7B,$6.6B,,https://www.forbes.com/profile/dmitry-rybolovlev/?list=billionaires
384,Randa Duncan Williams,"Non-Executive Chairman of the Board, Enterprise GP Holdings",60,pipelines,3,1,"Houston, Texas",United States,Married,1,"Bachelor of Arts/Science, Rice University; Doctor of Jurisprudence, University of Houston","https://imageio.forbes.com/specials-images/imageserve/08e1b96a529223a3ac25ca9a21cc8092/0x0.jpg?format=jpg&crop=744,744,x0,y61,safe&height=416&width=416&fit=bounds",$7.1B,$6.6B,,,,,,,,,,,,,,,$5.1B,$6.3B,$6.1B,$4.1B,$5.7B,$5.5B,$5.9B,$3.6B,$6B,$6.6B,,https://www.forbes.com/profile/randa-duncan-williams/?list=billionaires
385,Chen Jianhua,,51,"chemicals, Self Made",,,"Wujiang, China",China,Married,,"Bachelor of Arts/Science, Nanjing Normal University","https://imageio.forbes.com/specials-images/imageserve/6050f48ca1ab099ed6e290cc/0x0.jpg?format=jpg&crop=800,800,x0,y0,safe&height=416&width=416&fit=bounds",$6.4B,$6.5B,,,,,,,,,,,,,,,$1.8B,$1.4B,$1.4B,$1.6B,$1.9B,$1.8B,$1.9B,$2.9B,$10.6B,$6.5B,,https://www.forbes.com/profile/chen-jianhua/?list=billionaires
386,John Grayken,Investor ,66,"private equity, Self Made",,,"London, United Kingdom",Ireland,Married,4,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, University of Pennsylvania","https://imageio.forbes.com/specials-images/imageserve/56cb6be7e4b062f6b59a3d38/0x0.jpg?format=jpg&crop=744,744,x0,y5,safe&height=416&width=416&fit=bounds",$6.5B,$6.5B,,,,,,,,,,,,,,,,,,$6.3B,$6.6B,$6.6B,$6.9B,$7.4B,$7.6B,$6.5B,,https://www.forbes.com/profile/john-grayken/?list=billionaires
387,Ray Lee Hunt,,79,"oil, real estate",5,2,"Dallas, Texas",United States,Married,5,"Bachelor of Arts/Science, Southern Methodist University","https://imageio.forbes.com/specials-images/imageserve/5d8a942e6de3150009a501d4/0x0.jpg?format=jpg&crop=3143,3141,x56,y63,safe&height=416&width=416&fit=bounds",$6.9B,$6.5B,,,,,,,,,,,,,,,$5.6B,$5.6B,$5.6B,$5.3B,$4.8B,$4.9B,$4.7B,$4.4B,$4.2B,$6.5B,,https://www.forbes.com/profile/ray-lee-hunt/?list=billionaires
388,Philippe Laffont,"Founder, Coatue Management",54,"hedge fund, Self Made",8,1,"New York, New York",United States,Married,,"Bachelor of Arts/Science, Massachusetts Institute of Technology; Master of Science, Massachusetts Institute of Technology","https://imageio.forbes.com/specials-images/imageserve/5ac9597e31358e4112b7204d/0x0.jpg?format=jpg&crop=2580,2580,x369,y200,safe&height=416&width=416&fit=bounds",$6.5B,$6.5B,,,,,,,,,,,,,,,,,,,,,$1.4B,$1.4B,$2.1B,$6.5B,,https://www.forbes.com/profile/philippe-laffont/?list=billionaires
389,"Henry Nicholas, III.","Cofounder, Broadcom",62,"semiconductors, Self Made",8,1,"Newport Coast, California",United States,Divorced,3,"Bachelor of Arts/Science, University of California, Los Angeles; Doctorate, University of California, Los Angeles; Master of Science, University of California, Los Angeles","https://imageio.forbes.com/specials-images/imageserve/5f49795b4ab4bd09fe628b58/0x0.jpg?format=jpg&crop=1268,1267,x208,y88,safe&height=416&width=416&fit=bounds",$6.5B,$6.5B,,,,,,,,,,,,,,,$1.4B,$1.3B,$1.7B,$2B,$3B,$3.3B,$3.8B,$2.7B,$5.4B,$6.5B,,https://www.forbes.com/profile/henry-nicholas-iii/?list=billionaires
390,Axel Oberwelland & siblings,,55,candy,,,"Berlin, Germany",Germany,Married,,,"https://imageio.forbes.com/specials-images/imageserve/5c7020894bbe6f79679efdd8/0x0.jpg?format=jpg&crop=375,375,x171,y13,safe&height=416&width=416&fit=bounds",$6.4B,$6.5B,,,,,,,,,,,,,,,$3.6B,$3.7B,$3.3B,$3.7B,$4.4B,$4.1B,$4.1B,$4.1B,$6.3B,$6.5B,,https://www.forbes.com/profile/axel-oberwelland/?list=billionaires
391,Cliff Obrecht,,36,"software, Self Made",,,"Sydney, Australia",Australia,Married,,"Bachelor of Arts/Science, University of Western Australia","https://imageio.forbes.com/specials-images/imageserve/624430fcba07b141424ab6ab/0x0.jpg?format=jpg&crop=514,514,x543,y149,safe&height=416&width=416&fit=bounds",$6.5B,$6.5B,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.forbes.com/profile/cliff-obrecht/?list=billionaires
392,John Overdeck,"Co-Founder & Co-Chairman, Two Sigma",52,"hedge funds, Self Made",8,2,"Millburn, New Jersey",United States,Married,3,"Bachelor of Arts/Science, Stanford University; Master of Science, Stanford University","https://imageio.forbes.com/specials-images/imageserve/5ac958fe4bbe6f2310f1e02b/0x0.jpg?format=jpg&crop=793,793,x143,y7,safe&height=416&width=416&fit=bounds",$6.5B,$6.5B,,,,,,,,,,,,,,,,,,$3.1B,$4.8B,$4.9B,$6.1B,$6.1B,$6.5B,$6.5B,,https://www.forbes.com/profile/john-overdeck/?list=billionaires
393,Melanie Perkins,"Cofounder & CEO, Canva",35,"software, Self Made",,,"Sydney, Australia",Australia,Married,,"Drop Out, University of Western Australia","https://imageio.forbes.com/specials-images/imageserve/61a4f746e844c5c50c06c32e/0x0.jpg?format=jpg&crop=2221,2223,x0,y268,safe&height=416&width=416&fit=bounds",$6.5B,$6.5B,,,,,,,,,,,,,,,,,,,,,,,,,"If the whole thing was about building wealth, that would be the most uninspiring thing I could possibly imagine.",https://www.forbes.com/profile/melanie-perkins/?list=billionaires
394,Ruan Hongliang & family,,61,"glass, Self Made",,,"Jiaxing, China",China,Married,,,"https://imageio.forbes.com/specials-images/imageserve/6050f48ca1ab099ed6e290cc/0x0.jpg?format=jpg&crop=800,800,x0,y0,safe&height=416&width=416&fit=bounds",$5.1B,$6.5B,,,,,,,,,,,,,,,,,,,,,,$1.3B,$5.2B,$6.5B,,https://www.forbes.com/profile/ruan-hongliang/?list=billionaires
395,David Siegel,"Co-Founder & Co-Chairman, Two Sigma",60,"hedge funds, Self Made",8,1,"Scarsdale, New York",United States,Married,,"Ph.D, Massachusetts Institute of Technology; Bachelor of Arts/Science, Princeton University","https://imageio.forbes.com/specials-images/imageserve/5f2c27c8ab47e40f4e4955ad/0x0.jpg?format=jpg&crop=1980,1981,x0,y293,safe&height=416&width=416&fit=bounds",$6.5B,$6.5B,,,,,,,,,,,,,,,,,,$3.1B,$4.8B,$4.9B,$6.1B,$6.1B,$6.5B,$6.5B,,https://www.forbes.com/profile/david-siegel-1/?list=billionaires
396,David Velez,,40,"fintech, Self Made",,,"Sao Paulo, Brazil",Colombia,Married,,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Science, Stanford University","https://imageio.forbes.com/specials-images/imageserve/60638457e39799801c5746a7/0x0.jpg?format=jpg&crop=1314,1314,x20,y129,safe&height=416&width=416&fit=bounds",$3.8B,$6.5B,,,,,,,,,,,,,,,,,,,,,,,$5.2B,$6.5B,,https://www.forbes.com/profile/david-velez/?list=billionaires
397,Juergen Blickle,,75,auto parts,,,"Bruchsal, Germany",Germany,Married,,,"https://imageio.forbes.com/specials-images/imageserve/98c126cea0829deac65b48b44ed0e22e/0x0.jpg?format=jpg&crop=741,741,x3,y55,safe&height=416&width=416&fit=bounds",$6.2B,$6.4B,,,,,,,,,,,,,,,,,$1.9B,$2.2B,$3.6B,$4.7B,$3B,$2.8B,$6B,$6.4B,,https://www.forbes.com/profile/juergen-blickle/?list=billionaires
398,Cheng Xue,,52,"soy sauce, Self Made",,,"Foshan, China",China,,,,"https://imageio.forbes.com/specials-images/imageserve/6050f48ca1ab099ed6e290cc/0x0.jpg?format=jpg&crop=800,800,x0,y0,safe&height=416&width=416&fit=bounds",$5.4B,$6.4B,,,,,,,,,,,,,,,,,$1.1B,$1.1B,$1.1B,$2.1B,$2.9B,$3.8B,$8.7B,$6.4B,,https://www.forbes.com/profile/cheng-xue/?list=billionaires
399,Jack Dangermond,,76,"mapping software, Self Made",8,2,"Redlands, California",United States,Married,,"Bachelor of Arts/Science, California State Polytechnical University; Master of Science, Harvard University; Master of Science, University of Minnesota","https://imageio.forbes.com/specials-images/imageserve/5d8aa41f22254b0008e161e8/0x0.jpg?format=jpg&crop=358,358,x85,y0,safe&height=416&width=416&fit=bounds",$5.9B,$6.4B,,,,,,,,,,,,,,,$2.6B,$2.5B,$2.9B,$3B,$3.2B,$4.1B,$4B,$4B,$5.6B,$6.4B,"We kept ownership of our company and grew to it be what it is today. It gives some sense of what American business can be. It can grow from nothing, with people's imaginations, into advanced technology that makes a difference.",https://www.forbes.com/profile/jack-dangermond/?list=billionaires
400,Jiang Weiping & family,,67,"chemicals, Self Made",,,"Chengdu, China",China,Married,,"Bachelor of Science in Engineering, Xihua University","https://imageio.forbes.com/specials-images/imageserve/6182cbe5cb5a71d9103d1ca0/0x0.jpg?format=jpg&crop=744,744,x0,y156,safe&height=416&width=416&fit=bounds",$6.7B,$6.4B,,,,,,,,,,,,,,,,,,$2.1B,$2.1B,$3.8B,$1.8B,$2.2B,$2.3B,$6.4B,,https://www.forbes.com/profile/jiang-weiping/?list=billionaires
401,Takahisa Takahara,,60,personal care goods,,,"Tokyo, Japan",Japan,,,,"https://imageio.forbes.com/specials-images/imageserve/607dca98ba6f331b1c0d3d09/0x0.jpg?format=jpg&crop=417,417,x8,y8,safe&height=416&width=416&fit=bounds",$6.3B,$6.4B,,,,,,,,,,,,,,,,,,,,,$4.9B,$5.2B,$7.9B,$6.4B,,https://www.forbes.com/profile/takahisa-takahara/?list=billionaires
402,Orlando Bravo,,51,"private equity, Self Made",8,1,"Miami Beach, Florida",United States,Married,3,"Bachelor of Arts/Science, Brown University; Master of Business Administration, Stanford Graduate School of Business; Doctor of Jurisprudence, Stanford University","https://imageio.forbes.com/specials-images/imageserve/5e8b9e3c89bd6e00073cbda2/0x0.jpg?format=jpg&crop=4800,4800,x0,y549,safe&height=416&width=416&fit=bounds",$6.3B,$6.3B,,,,,,,,,,,,,,,,,,,,,,$3B,$4.4B,$6.3B,"The opportunities today are the biggest I've ever seen. Right now we are in a huge, exploding and changing industry.",https://www.forbes.com/profile/orlando-bravo/?list=billionaires
